CODE,DAY,MONTH,YEAR,VALUE,TYPE
FUNCEX12_MDQT12,1,6,2014,103.68,VALUE (-)
FUNCEX12_MDQT12,1,7,2014,124.06,VALUE (-)
FUNCEX12_MDQT12,1,8,2014,111.65,VALUE (-)
FUNCEX12_MDQT12,1,9,2014,120.93,VALUE (-)
FUNCEX12_MDQT12,1,10,2014,115.06,VALUE (-)
FUNCEX12_MDQT12,1,11,2014,106.69,VALUE (-)
FUNCEX12_MDQT12,1,12,2014,104.94,VALUE (-)
FUNCEX12_MDQT12,1,1,2015,104.98,VALUE (-)
FUNCEX12_MDQT12,1,2,2015,95.92,VALUE (-)
FUNCEX12_MDQT12,1,3,2015,109.94,VALUE (-)
FUNCEX12_MDQT12,1,4,2015,95.52,VALUE (-)
FUNCEX12_MDQT12,1,5,2015,91.18,VALUE (-)
FUNCEX12_MDQT12,1,6,2015,99.71,VALUE (-)
FUNCEX12_MDQT12,1,7,2015,107.26,VALUE (-)
FUNCEX12_MDQT12,1,8,2015,84.88,VALUE (-)
FUNCEX12_MDQT12,1,9,2015,89.42,VALUE (-)
FUNCEX12_MDQT12,1,10,2015,95.13,VALUE (-)
FUNCEX12_MDQT12,1,11,2015,88.34,VALUE (-)
FUNCEX12_MDQT12,1,12,2015,73.66,VALUE (-)
FUNCEX12_MDQT12,1,1,2016,74.06,VALUE (-)
FUNCEX12_MDQT12,1,2,2016,74.9,VALUE (-)
FUNCEX12_MDQT12,1,3,2016,85.2,VALUE (-)
FUNCEX12_MDQT12,1,4,2016,75.81,VALUE (-)
FUNCEX12_MDQT12,1,5,2016,84.65,VALUE (-)
FUNCEX12_MDQT12,1,6,2016,94.64,VALUE (-)
FUNCEX12_MDQT12,1,7,2016,85.48,VALUE (-)
FUNCEX12_MDQT12,1,8,2016,92.74,VALUE (-)
FUNCEX12_MDQT12,1,9,2016,87.25,VALUE (-)
FUNCEX12_MDQT12,1,10,2016,82.11,VALUE (-)
FUNCEX12_MDQT12,1,11,2016,83.17,VALUE (-)
FUNCEX12_MDQT12,1,12,2016,83.44,VALUE (-)
FUNCEX12_MDQT12,1,1,2017,88.33,VALUE (-)
FUNCEX12_MDQT12,1,2,2017,77.52,VALUE (-)
FUNCEX12_MDQT12,1,3,2017,93.64,VALUE (-)
FUNCEX12_MDQT12,1,4,2017,77.89,VALUE (-)
FUNCEX12_MDQT12,1,5,2017,89.0,VALUE (-)
FUNCEX12_MDQT12,1,6,2017,92.27,VALUE (-)
FUNCEX12_MDQT12,1,7,2017,92.06,VALUE (-)
FUNCEX12_MDQT12,1,8,2017,102.53,VALUE (-)
FUNCEX12_MDQT12,1,9,2017,99.8,VALUE (-)
FUNCEX12_MDQT12,1,10,2017,100.11,VALUE (-)
FUNCEX12_MDQT12,1,11,2017,94.71,VALUE (-)
FUNCEX12_MDQT12,1,12,2017,89.28,VALUE (-)
FUNCEX12_MDQT12,1,1,2018,102.17,VALUE (-)
FUNCEX12_MDQT12,1,2,2018,87.37,VALUE (-)
FUNCEX12_MDQT12,1,3,2018,95.17,VALUE (-)
FUNCEX12_MDQT12,1,4,2018,92.62,VALUE (-)
FUNCEX12_MDQT12,1,5,2018,89.31,VALUE (-)
FUNCEX12_MDQT12,1,6,2018,96.61,VALUE (-)
FUNCEX12_MDQT12,1,7,2018,115.05,VALUE (-)
FUNCEX12_MDQT12,1,8,2018,127.69,VALUE (-)
FUNCEX12_MDQT12,1,9,2018,96.19,VALUE (-)
FUNCEX12_MDQT12,1,10,2018,109.84,VALUE (-)
FUNCEX12_MDQT12,1,11,2018,100.9,VALUE (-)
FUNCEX12_MDQT12,1,12,2018,87.08,VALUE (-)
FUNCEX12_MDQT12,1,1,2019,116.55,VALUE (-)
FUNCEX12_MDQT12,1,2,2019,90.63,VALUE (-)
FUNCEX12_MDQT12,1,3,2019,93.6,VALUE (-)
FUNCEX12_MDQT12,1,4,2019,97.71,VALUE (-)
FUNCEX12_MDQT12,1,5,2019,106.4,VALUE (-)
FUNCEX12_MDQT12,1,6,2019,93.96,VALUE (-)
FUNCEX12_MDQT12,1,7,2019,118.7,VALUE (-)
FUNCEX12_MDQT12,1,8,2019,119.85,VALUE (-)
FUNCEX12_MDQT12,1,9,2019,105.96,VALUE (-)
FUNCEX12_MDQT12,1,10,2019,116.77,VALUE (-)
FUNCEX12_MDQT12,1,11,2019,101.68,VALUE (-)
FUNCEX12_MDQT12,1,12,2019,90.88,VALUE (-)
FUNCEX12_MDQT12,1,1,2020,121.28,VALUE (-)
FUNCEX12_MDQT12,1,2,2020,97.69,VALUE (-)
FUNCEX12_MDQT12,1,3,2020,99.24,VALUE (-)
FUNCEX12_MDQT12,1,4,2020,82.27,VALUE (-)
FUNCEX12_MDQT12,1,5,2020,80.36,VALUE (-)
FUNCEX12_MDQT12,1,6,2020,79.54,VALUE (-)
FUNCEX12_MDQT12,1,7,2020,85.01,VALUE (-)
FUNCEX12_MDQT12,1,8,2020,83.7,VALUE (-)
FUNCEX12_MDQT12,1,9,2020,97.29,VALUE (-)
FUNCEX12_MDQT12,1,10,2020,98.33,VALUE (-)
FUNCEX12_MDQT12,1,11,2020,113.32,VALUE (-)
FUNCEX12_MDQT12,1,12,2020,116.0,VALUE (-)
FUNCEX12_MDQT12,1,1,2021,112.72,VALUE (-)
FUNCEX12_MDQT12,1,2,2021,107.21,VALUE (-)
FUNCEX12_MDQT12,1,3,2021,126.27,VALUE (-)
FUNCEX12_MDQT12,1,4,2021,107.85,VALUE (-)
FUNCEX12_MDQT12,1,5,2021,116.23,VALUE (-)
FUNCEX12_MDQT12,1,6,2021,115.32,VALUE (-)
FUNCEX12_MDQT12,1,7,2021,115.45,VALUE (-)
FUNCEX12_MDQT12,1,8,2021,118.09,VALUE (-)
FUNCEX12_MDQT12,1,9,2021,122.05,VALUE (-)
FUNCEX12_MDQT12,1,10,2021,122.93,VALUE (-)
FUNCEX12_MDQT12,1,11,2021,124.97,VALUE (-)
FUNCEX12_MDQT12,1,12,2021,120.11,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2000,46.77,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2000,46.95,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2000,47.88,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2000,47.62,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2000,48.46,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2000,50.03,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2000,50.53,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2000,53.76,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2000,52.7,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2000,52.76,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2000,52.59,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2000,51.0,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2001,52.01,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2001,50.17,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2001,51.68,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2001,51.25,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2001,52.46,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2001,54.05,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2001,54.26,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2001,52.62,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2001,52.38,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2001,52.08,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2001,51.78,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2001,50.98,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2002,50.29,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2002,49.42,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2002,48.78,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2002,47.45,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2002,48.84,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2002,55.49,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2002,53.06,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2002,54.12,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2002,59.07,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2002,60.3,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2002,61.61,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2002,61.49,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2003,59.84,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2003,60.25,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2003,59.1,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2003,61.55,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2003,60.91,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2003,63.03,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2003,61.8,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2003,60.65,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2003,59.38,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2003,61.26,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2003,65.05,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2003,65.99,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2004,68.31,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2004,68.29,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2004,63.82,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2004,67.15,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2004,67.15,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2004,63.88,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2004,65.38,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2004,62.15,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2004,56.87,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2004,63.17,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2004,58.51,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2004,55.14,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2005,53.43,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2005,52.45,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2005,53.1,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2005,55.03,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2005,58.94,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2005,58.68,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2005,60.6,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2005,61.62,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2005,62.6,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2005,65.4,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2005,63.15,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2005,63.05,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2006,60.68,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2006,59.41,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2006,60.74,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2006,61.78,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2006,66.5,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2006,64.12,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2006,63.74,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2006,64.34,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2006,64.93,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2006,67.24,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2006,77.18,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2006,73.01,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2007,72.99,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2007,75.31,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2007,73.62,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2007,76.04,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2007,85.96,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2007,81.66,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2007,84.56,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2007,85.84,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2007,88.68,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2007,93.01,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2007,100.89,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2007,104.38,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2008,112.58,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2008,118.29,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2008,113.26,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2008,120.73,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2008,120.89,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2008,141.8,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2008,138.7,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2008,128.9,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2008,130.44,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2008,116.3,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2008,106.67,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2008,93.39,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2009,84.88,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2009,87.47,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2009,92.24,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2009,93.3,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2009,93.42,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2009,93.88,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2009,95.17,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2009,100.84,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2009,99.78,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2009,107.18,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2009,97.98,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2009,104.86,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2010,100.7,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2010,103.91,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2010,103.82,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2010,106.55,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2010,108.24,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2010,106.37,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2010,103.32,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2010,104.99,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2010,111.59,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2010,113.83,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2010,116.33,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2010,127.03,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2011,127.04,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2011,128.5,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2011,133.59,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2011,135.58,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2011,142.32,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2011,143.33,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2011,138.29,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2011,131.62,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2011,147.14,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2011,131.27,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2011,122.57,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2011,114.47,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2012,114.49,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2012,116.89,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2012,114.79,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2012,117.72,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2012,117.88,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2012,118.89,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2012,118.73,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2012,118.88,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2012,127.59,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2012,128.17,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2012,130.36,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2012,136.2,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2013,131.64,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2013,139.9,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2013,140.85,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2013,139.01,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2013,140.83,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2013,133.61,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2013,130.4,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2013,124.99,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2013,124.41,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2013,124.7,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2013,131.77,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2013,135.0,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2014,130.85,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2014,129.45,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2014,127.13,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2014,128.43,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2014,127.52,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2014,129.49,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2014,130.91,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2014,120.64,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2014,117.39,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2014,114.41,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2014,109.77,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2014,111.0,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2015,108.25,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2015,106.5,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2015,104.23,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2015,103.92,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2015,102.74,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2015,105.9,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2015,100.49,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2015,101.07,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2015,97.96,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2015,97.22,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2015,95.65,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2015,96.96,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2016,95.78,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2016,96.32,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2016,95.58,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2016,97.76,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2016,99.85,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2016,102.01,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2016,104.99,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2016,104.83,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2016,104.98,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2016,108.13,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2016,105.71,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2016,104.52,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2017,101.98,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2017,104.04,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2017,100.78,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2017,103.46,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2017,100.49,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2017,100.86,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2017,103.26,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2017,99.29,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2017,97.41,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2017,95.27,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2017,95.11,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2017,92.76,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2018,93.65,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2018,91.42,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2018,91.39,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2018,99.97,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2018,96.98,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2018,98.38,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2018,103.83,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2018,107.54,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2018,111.96,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2018,105.89,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2018,101.62,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2018,97.39,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2019,98.41,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2019,100.58,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2019,99.43,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2019,99.64,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2019,101.31,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2019,104.87,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2019,108.53,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2019,101.43,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2019,101.55,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2019,99.23,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2019,99.86,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2019,95.45,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2020,96.7,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2020,100.4,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2020,101.79,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2020,98.15,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2020,103.83,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2020,99.72,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2020,97.19,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2020,98.64,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2020,97.98,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2020,103.63,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2020,101.96,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2020,109.97,VALUE (-)
FUNCEX12_MPAGP2N12,1,1,2021,109.46,VALUE (-)
FUNCEX12_MPAGP2N12,1,2,2021,107.38,VALUE (-)
FUNCEX12_MPAGP2N12,1,3,2021,112.34,VALUE (-)
FUNCEX12_MPAGP2N12,1,4,2021,112.88,VALUE (-)
FUNCEX12_MPAGP2N12,1,5,2021,120.85,VALUE (-)
FUNCEX12_MPAGP2N12,1,6,2021,121.15,VALUE (-)
FUNCEX12_MPAGP2N12,1,7,2021,122.68,VALUE (-)
FUNCEX12_MPAGP2N12,1,8,2021,123.48,VALUE (-)
FUNCEX12_MPAGP2N12,1,9,2021,124.01,VALUE (-)
FUNCEX12_MPAGP2N12,1,10,2021,127.0,VALUE (-)
FUNCEX12_MPAGP2N12,1,11,2021,127.49,VALUE (-)
FUNCEX12_MPAGP2N12,1,12,2021,124.62,VALUE (-)
FUNCEX12_MPAL2N12,1,1,2000,52.75,VALUE (-)
FUNCEX12_MPAL2N12,1,2,2000,53.25,VALUE (-)
FUNCEX12_MPAL2N12,1,3,2000,51.93,VALUE (-)
FUNCEX12_MPAL2N12,1,4,2000,54.75,VALUE (-)
FUNCEX12_MPAL2N12,1,5,2000,54.77,VALUE (-)
FUNCEX12_MPAL2N12,1,6,2000,55.21,VALUE (-)
FUNCEX12_MPAL2N12,1,7,2000,56.01,VALUE (-)
FUNCEX12_MPAL2N12,1,8,2000,54.96,VALUE (-)
FUNCEX12_MPAL2N12,1,9,2000,54.07,VALUE (-)
FUNCEX12_MPAL2N12,1,10,2000,54.36,VALUE (-)
FUNCEX12_MPAL2N12,1,11,2000,53.73,VALUE (-)
FUNCEX12_MPAL2N12,1,12,2000,53.09,VALUE (-)
FUNCEX12_MPAL2N12,1,1,2001,53.19,VALUE (-)
FUNCEX12_MPAL2N12,1,2,2001,53.23,VALUE (-)
FUNCEX12_MPAL2N12,1,3,2001,52.78,VALUE (-)
FUNCEX12_MPAL2N12,1,4,2001,51.93,VALUE (-)
FUNCEX12_MPAL2N12,1,5,2001,52.85,VALUE (-)
FUNCEX12_MPAL2N12,1,6,2001,51.44,VALUE (-)
FUNCEX12_MPAL2N12,1,7,2001,52.13,VALUE (-)
FUNCEX12_MPAL2N12,1,8,2001,52.01,VALUE (-)
FUNCEX12_MPAL2N12,1,9,2001,51.63,VALUE (-)
FUNCEX12_MPAL2N12,1,10,2001,51.74,VALUE (-)
FUNCEX12_MPAL2N12,1,11,2001,53.24,VALUE (-)
FUNCEX12_MPAL2N12,1,12,2001,49.51,VALUE (-)
FUNCEX12_MPAL2N12,1,1,2002,50.28,VALUE (-)
FUNCEX12_MPAL2N12,1,2,2002,49.61,VALUE (-)
FUNCEX12_MPAL2N12,1,3,2002,49.72,VALUE (-)
FUNCEX12_MPAL2N12,1,4,2002,48.43,VALUE (-)
FUNCEX12_MPAL2N12,1,5,2002,46.99,VALUE (-)
FUNCEX12_MPAL2N12,1,6,2002,47.61,VALUE (-)
FUNCEX12_MPAL2N12,1,7,2002,47.15,VALUE (-)
FUNCEX12_MPAL2N12,1,8,2002,46.41,VALUE (-)
FUNCEX12_MPAL2N12,1,9,2002,48.84,VALUE (-)
FUNCEX12_MPAL2N12,1,10,2002,49.39,VALUE (-)
FUNCEX12_MPAL2N12,1,11,2002,48.07,VALUE (-)
FUNCEX12_MPAL2N12,1,12,2002,48.36,VALUE (-)
FUNCEX12_MPAL2N12,1,1,2003,48.37,VALUE (-)
FUNCEX12_MPAL2N12,1,2,2003,49.01,VALUE (-)
FUNCEX12_MPAL2N12,1,3,2003,48.14,VALUE (-)
FUNCEX12_MPAL2N12,1,4,2003,48.33,VALUE (-)
FUNCEX12_MPAL2N12,1,5,2003,49.9,VALUE (-)
