CODE1,CODE2,CORRELATION,DELAY
FUNCEX12_MVMNM2N12,FUNCEX12_XPB12,0.9286580604229352,-7
FUNCEX12_MVMET2N12,FUNCEX12_XPM12,0.9286563720566068,2
FUNCEX12_MPCAL2N12,FUNCEX12_MQDIV2N12,0.9286534251923684,-8
FUNCEX12_MPAL2N12,PAN12_MTV12,0.928636151896242,-2
FUNCEX12_MPAL2N12,BPAG12_BCM12,0.928636151896242,-2
FUNCEX12_MDPT12,FUNCEX12_MPPLAS2N12,0.9286074155874308,6
ELETRO12_CEERES12,FUNCEX12_MQPES2N12,0.9285946477272632,2
FUNCEX12_MQPES2N12,IGP12_IGPF12,0.9285603510490426,-12
BM12_DINGFN12,FUNCEX12_XQPAP2N12,0.9285551872681578,-1
FUNCEX12_MPAL2N12,FUNCEX12_MPQUIM2N12,0.9285460818545896,5
FUNCEX12_XPM12,FUNCEX12_XVFARM2N12,0.928534276943236,6
ELETRO12_CEEOUT12,FUNCEX12_MPCAL2N12,0.9285246322000416,-7
ABATE12_ABPESU12,ELETRO12_CEEOUT12,0.9285226433756296,-6
ELETRO12_CEETCOM12,IGP12_IPAA12,0.928481928987135,-8
ABATE12_ABQUSU12,IGP12_IPAI12,0.9284796419700472,12
FUNCEX12_XPB12,BPAG12_SERTRANSD12,0.9284344622995876,-2
ELETRO12_CEEOUT12,FUNCEX12_MQPES2N12,0.9284195189568158,-12
ELETRO12_CEECOM12,FUNCEX12_MQPES2N12,0.9284115208187036,11
ELETRO12_CEETT12,BM12_DINGFN12,0.9284017844300068,-11
ABATE12_ABPESU12,IGP12_IPAA12,0.9283905821080632,-7
FUNCEX12_MVMAQEQU2N12,FUNCEX12_XPT12,0.9283838724511274,2
FUNCEX12_MVVEIC2N12,FUNCEX12_XPB12,0.9283516273969596,-3
FUNCEX12_MPPLAS2N12,FUNCEX12_XPM12,0.9283392064857576,5
ABATE12_ABPESU12,ELETRO12_CEERES12,0.9282849599562748,-5
FUNCEX12_MVTEXT2N12,FUNCEX12_XPM12,0.928249904664291,4
ELETRO12_CEECOM12,FUNCEX12_MPCAL2N12,0.9282421599964312,-9
FUNCEX12_XPM12,PAN12_MTV12,0.9282241309185592,-2
FUNCEX12_XPM12,BPAG12_BCM12,0.9282241309185592,-2
ELETRO12_CEETIND12,ABATE12_ABPESU12,0.9282084063285208,-5
FUNCEX12_MPAGP2N12,FUNCEX12_XPS12,0.9282032965621192,2
ELETRO12_CEERES12,FUNCEX12_MPMAD2N12,0.9282027554035892,-10
FUNCEX12_MQMNM2N12,FUNCEX12_XPB12,0.9281506367288008,-3
FUNCEX12_MQPLAS2N12,FUNCEX12_MVAL2N12,0.9281361457672306,2
ELETRO12_CEETT12,BM12_DINGFN12,0.9281350350697724,-10
ELETRO12_CEEOUT12,FUNCEX12_MQPES2N12,0.9281267336037848,-11
ELETRO12_CEET12,FUNCEX12_MQDIV2N12,0.92812263248362,-6
FUNCEX12_XPB12,PAN12_MTV12,0.9281135313926014,-1
FUNCEX12_XPB12,BPAG12_BCM12,0.9281135313926014,-1
ELETRO12_CEET12,FUNCEX12_MPCAL2N12,0.92808858304466,4
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.9280759945364736,9
ELETRO12_CEETT12,BM12_DINGFN12,0.9280726372024536,-12
FUNCEX12_MPAL2N12,FUNCEX12_MVTEXT2N12,0.928049540307396,1
ELETRO12_CEETT12,ABATE12_ABPESU12,0.9279871646054452,-1
ELETRO12_CEETT12,ABATE12_ABPESU12,0.9279692785834308,-2
FUNCEX12_MDPT12,FUNCEX12_MPAGP2N12,0.9279686015826292,-5
FUNCEX12_MPAL2N12,BPAG12_BCM12,0.9279523711900974,2
FUNCEX12_MPAL2N12,PAN12_MTV12,0.9279523711900974,2
BM12_DINGFN12,ABATE12_ABPESU12,0.9279504248542202,-4
ELETRO12_CEETT12,ABATE12_ABPESU12,0.927946114376376,-3
FUNCEX12_MPAL2N12,FUNCEX12_XVQUIM2N12,0.92793113201626,-3
FUNCEX12_MPBEB2N12,FUNCEX12_XPM12,0.927929725182825,-8
FUNCEX12_MQPES2N12,IGP12_IGPOG12,0.927918330671527,-11
FUNCEX12_XQPAP2N12,IGP12_IGPOG12,0.927912333709946,-5
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9279121690169366,-12
FUNCEX12_MVMET2N12,FUNCEX12_XPM12,0.9279082185730106,-3
FUNCEX12_MDPT12,FUNCEX12_XVPLAS2N12,0.9278690890212188,-5
ELETRO12_CEERES12,FUNCEX12_MPMAD2N12,0.9278634189563488,-12
FUNCEX12_MVMAQEQU2N12,FUNCEX12_XPB12,0.927846803345624,-4
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.9278459672957056,8
FUNCEX12_MPQUIM2N12,FUNCEX12_XPT12,0.92784172547426,-7
ELETRO12_CEEOUT12,FUNCEX12_XQPAP2N12,0.9278114922606164,8
BM12_DINGFN12,ABATE12_ABPESU12,0.9277905295355642,-5
FUNCEX12_MPAGP2N12,FUNCEX12_MPBEB2N12,0.9277837243934977,8
ELETRO12_CEEIND12,FUNCEX12_MDPT12,0.927747089980832,4
ELETRO12_CEERES12,FUNCEX12_MPMAD2N12,0.927729295358175,-11
ABATE12_ABQUSU12,FUNCEX12_MQPES2N12,0.9277137293816496,5
ELETRO12_CEETIND12,IGP12_IPAA12,0.9276849459943458,-1
ELETRO12_CEETT12,BM12_DINGFN12,0.9276749605451534,-9
FUNCEX12_MVTEXT2N12,FUNCEX12_XPM12,0.9276703820746438,-3
FUNCEX12_XPT12,FUNCEX12_XVQUIM2N12,0.9276632876342134,1
FUNCEX12_MPAL2N12,FUNCEX12_XPS12,0.9276438873879872,2
BM12_DINGFN12,IGP12_IGPF12,0.9276363355621886,-8
FUNCEX12_TTR12,FUNCEX12_XPT12,0.9276354137442332,3
ELETRO12_CEEOUT12,FUNCEX12_MPCAL2N12,0.92763215433403,-6
FUNCEX12_MVMAQINF2N12,FUNCEX12_XPM12,0.9276305100145258,-1
ABATE12_ABQUSU12,FUNCEX12_MQPES2N12,0.9276225872375315,3
ELETRO12_CEETT12,IGP12_IPAA12,0.9276149552542344,-1
FUNCEX12_MPCAL2N12,FUNCEX12_MVDIV2N12,0.9275948129005416,-11
ELETRO12_CEET12,FUNCEX12_MPCAL2N12,0.9275763166681228,8
BM12_DINGFN12,ABATE12_ABPESU12,0.9275462928597088,-6
FUNCEX12_XPM12,BPAG12_SERR12,0.927533455903922,-2
FUNCEX12_MVMET2N12,FUNCEX12_XPT12,0.9275074852210724,-1
ABATE12_ABPESU12,ELETRO12_CEERES12,0.9274812688034088,10
ABATE12_ABQUSU12,ELETRO12_CEERES12,0.9274631732017676,-11
ELETRO12_CEERES12,FUNCEX12_MVPES2N12,0.9274573563455666,12
FUNCEX12_MPBEB2N12,FUNCEX12_MPQUIM2N12,0.9274475876234424,1
ABATE12_ABPESU12,FUNCEX12_XQPAP2N12,0.9274226335547036,5
ELETRO12_CEETT12,FUNCEX12_XQPAP2N12,0.9274182777076174,6
ELETRO12_CEET12,FUNCEX12_MPMAD2N12,0.9274032467849392,-12
ELETRO12_CEEIND12,FUNCEX12_MDPT12,0.9274003198468174,9
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9273946787032832,-7
ELETRO12_CEETT12,ABATE12_ABPESU12,0.9273861499551914,5
FUNCEX12_TTR12,FUNCEX12_XPB12,0.9273692500542364,-1
FUNCEX12_XVFARM2N12,BPAG12_SERR12,0.9273595458307272,4
ELETRO12_CEETT12,BM12_DINGFN12,0.9273475647296896,-8
FUNCEX12_XPM12,BPAG12_SERR12,0.9273192859385182,5
FUNCEX12_XQPAP2N12,IGP12_IPAI12,0.9273064981916334,-8
FUNCEX12_MVMET2N12,FUNCEX12_XPT12,0.9272755093453972,-2
BM12_DINGFN12,ABATE12_ABPESU12,0.927274326505506,-7
ELETRO12_CEET12,FUNCEX12_XQFARM2N12,0.9272431762925232,-8
ELETRO12_CEETT12,ABATE12_ABPESU12,0.9272332218351498,3
ELETRO12_CEET12,FUNCEX12_XQFARM2N12,0.9272061174084884,-2
ELETRO12_CEEOUT12,FUNCEX12_MPCAL2N12,0.92720257362695,-8
ELETRO12_CEEOUT12,FUNCEX12_XQFARM2N12,0.92719927485084,-8
FUNCEX12_MPAL2N12,BPAG12_SERR12,0.9271928018019808,6
ELETRO12_CEERES12,IGP12_IGPF12,0.9271894622333812,-7
ELETRO12_CEEOUT12,IGP12_IGPF12,0.9271783289356949,-5
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9271668491328648,9
ELETRO12_CEETT12,BM12_DINGFN12,0.9271226226981304,-7
FUNCEX12_MVAL2N12,BPAG12_SEROUTROSD12,0.9271055186030236,9
FUNCEX12_MPBEB2N12,FUNCEX12_MPQUIM2N12,0.9270820012555212,-9
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.927038379121236,2
FUNCEX12_MVMNM2N12,BPAG12_SERTRANSD12,0.9270130753406068,-2
FUNCEX12_MPAL2N12,FUNCEX12_MVDIV2N12,0.9270122779032818,3
FUNCEX12_MPCAL2N12,BPAG12_SEROUTROSD12,0.927003640167754,-10
ELETRO12_CEETT12,ABATE12_ABPESU12,0.9269764149278966,2
ELETRO12_CEEOUT12,FUNCEX12_MPMAD2N12,0.9269729280678536,9
FUNCEX12_MVMETBAS2N12,FUNCEX12_XPT12,0.926972256900244,1
FUNCEX12_MPPLAS2N12,FUNCEX12_XPS12,0.9269705798164868,-9
ABATE12_ABPESU12,ELETRO12_CEERES12,0.926948354547539,-7
ELETRO12_CEETCOM12,BM12_DINGFN12,0.9269475490839288,2
ABATE12_ABPESU12,ELETRO12_CEEOUT12,0.9269437642354628,-5
ABATE12_ABPESU12,ELETRO12_CEERES12,0.9269305701480042,4
ELETRO12_CEET12,FUNCEX12_MVAL2N12,0.9269290466406774,-2
FUNCEX12_XPM12,FUNCEX12_XVFARM2N12,0.9269184773643272,8
FUNCEX12_MVMAQEQU2N12,FUNCEX12_XPM12,0.9269062854484944,-1
ELETRO12_CEETT12,BM12_DINGFN12,0.9268885169224648,-1
FUNCEX12_MDPT12,FUNCEX12_XVPLAS2N12,0.9268877302360662,-6
FUNCEX12_MVMAQEQU2N12,FUNCEX12_MVVEIC2N12,0.9268532508499732,-1
FUNCEX12_MPAL2N12,FUNCEX12_MVDIV2N12,0.9268378387082008,2
ELETRO12_CEERES12,FUNCEX12_MQPES2N12,0.9268000977954512,-12
FUNCEX12_MPPLAS2N12,FUNCEX12_XPM12,0.926783024141908,-6
FUNCEX12_XPS12,BPAG12_SERTRANSD12,0.9267791015838528,2
ELETRO12_CEEOUT12,FUNCEX12_MPCAL2N12,0.9267753318658872,-5
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9267733995910168,-6
ABATE12_ABPESU12,FUNCEX12_XQPAP2N12,0.9267715191557852,3
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.9267684521803626,10
ELETRO12_CEEOUT12,FUNCEX12_XQFARM2N12,0.9267657400147324,-10
FUNCEX12_MQPES2N12,IGP12_IGPF12,0.926736787093078,-11
ELETRO12_CEERES12,FUNCEX12_MPMAD2N12,0.9267348311094862,-8
ELETRO12_CEEOUT12,FUNCEX12_XQPAP2N12,0.9267305832068098,3
FUNCEX12_MVMAQEQU2N12,FUNCEX12_MVMNM2N12,0.9267181892288604,3
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9267089468585292,12
FUNCEX12_MPCAL2N12,FUNCEX12_XQFARM2N12,0.9267071736734004,-12
ELETRO12_CEETT12,FUNCEX12_XQPAP2N12,0.9267000462677528,7
FUNCEX12_MPAGP2N12,FUNCEX12_XPS12,0.9266947166128372,-1
FUNCEX12_MPAGP2N12,FUNCEX12_XPM12,0.9266870082018362,-2
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.926681616376712,11
FUNCEX12_XPM12,FUNCEX12_XVPLAS2N12,0.9266810767776074,-2
FUNCEX12_MVMET2N12,FUNCEX12_XPT12,0.9266798834111376,-3
FUNCEX12_MPAL2N12,BPAG12_SERTRANSD12,0.9266225176659352,-3
FUNCEX12_XPS12,BPAG12_SERTRANSD12,0.9266204796644276,-1
ELETRO12_CEETT12,FUNCEX12_XQPAP2N12,0.92661385896933,3
ABATE12_ABPESU12,IGP12_IPAA12,0.9265714761986984,-6
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9265524931490132,-5
ELETRO12_CEEIND12,FUNCEX12_XVPLAS2N12,0.9265439757035806,1
FUNCEX12_MVAL2N12,BPAG12_SEROUTROSD12,0.926541782240698,1
FUNCEX12_MQFARM2N12,IGP12_IPAI12,0.9265380433116976,-2
ELETRO12_CEEOUT12,FUNCEX12_XQFARM2N12,0.9265336766590012,8
FUNCEX12_XPM12,BPAG12_BCM12,0.9265286497847066,1
FUNCEX12_XPM12,PAN12_MTV12,0.9265286497847066,1
FUNCEX12_MPAL2N12,FUNCEX12_XVQUIM2N12,0.9265182891826912,-4
FUNCEX12_MVTEXT2N12,FUNCEX12_XPT12,0.9265064139048358,1
ELETRO12_CEETT12,BM12_DINGFN12,0.9264920568262968,-6
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.926486380990671,-6
FUNCEX12_XPS12,FUNCEX12_XVPLAS2N12,0.926482721492892,-2
ELETRO12_CEETT12,BM12_DINGFN12,0.9264560751909992,-2
FUNCEX12_MVPLAS2N12,BPAG12_SERR12,0.9264428984409226,2
FUNCEX12_XPM12,FUNCEX12_XVPLAS2N12,0.926442086456206,-4
FUNCEX12_MVVEIC2N12,FUNCEX12_XPT12,0.9264420076830316,-4
FUNCEX12_MPAGP2N12,FUNCEX12_MPAL2N12,0.9264289223189874,6
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.9264096609827436,-10
FUNCEX12_MPAL2N12,FUNCEX12_MVDIV2N12,0.9263755053539988,4
FUNCEX12_MVAL2N12,BPAG12_SEROUTROSD12,0.9263286833464582,-1
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9263187257014092,7
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9263020003431648,-4
ELETRO12_CEETIND12,ABATE12_ABQUSU12,0.926295086829404,-7
BM12_DINGFN12,ABATE12_ABPESU12,0.9262733452329776,-8
FUNCEX12_MDPT12,FUNCEX12_MPBEB2N12,0.9262471588028331,9
FUNCEX12_MVMAQEQU2N12,FUNCEX12_MVMNM2N12,0.92624413887594,2
ELETRO12_CEETT12,BM12_DINGFN12,0.9262383921494048,-5
ELETRO12_CEETT12,BM12_DINGFN12,0.926222752895928,-4
ELETRO12_CEEOUT12,FUNCEX12_XQPAP2N12,0.92619050817111,7
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9261837375748452,-3
FUNCEX12_MPAGP2N12,PAN12_MTV12,0.926180818806619,1
FUNCEX12_MPAGP2N12,BPAG12_BCM12,0.926180818806619,1
FUNCEX12_TTR12,FUNCEX12_XPB12,0.9261749597853232,4
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.926148371945041,-11
ABATE12_ABPESU12,IGP12_IPAI12,0.9261445247770754,8
FUNCEX12_MVPLAS2N12,FUNCEX12_XPM12,0.9261375760164052,4
ELETRO12_CEEOUT12,FUNCEX12_MQPES2N12,0.9261364690204488,-9
ELETRO12_CEETT12,BM12_DINGFN12,0.9261162206746256,-3
FUNCEX12_XQPAP2N12,IGP12_IGPF12,0.92610959674665,-5
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.9261074137536948,-5
FUNCEX12_MVPLAS2N12,FUNCEX12_XPT12,0.9260955774956264,-4
ELETRO12_CEERES12,FUNCEX12_MVPES2N12,0.9260740470491858,8
FUNCEX12_MPMETBAS2N12,FUNCEX12_XVPLAS2N12,0.9260599175348462,1
ELETRO12_CEEOUT12,IGP12_IGPOG12,0.9260583168464476,-4
FUNCEX12_MQFARM2N12,IGP12_IPAI12,0.9260443402201746,-3
FUNCEX12_MVMETBAS2N12,FUNCEX12_XPT12,0.926039114444056,2
FUNCEX12_MVPLAS2N12,FUNCEX12_XPB12,0.9260111259462572,-3
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9260084585651298,-2
ELETRO12_CEETT12,ABATE12_ABPESU12,0.926007114685514,1
FUNCEX12_MDPT12,BPAG12_SERTRANSD12,0.9259903189686488,-4
FUNCEX12_MVQUIM2N12,PAN12_XTV12,0.9259823594041844,-2
FUNCEX12_MVQUIM2N12,BPAG12_BCX12,0.9259823594041844,-2
FUNCEX12_MVDIV2N12,FUNCEX12_XVFARM2N12,0.9259744736932094,-2
ELETRO12_CEEIND12,FUNCEX12_MPMETBAS2N12,0.9259514120362474,3
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9259415347293486,11
ELETRO12_CEERES12,IGP12_IGPOG12,0.925915663914109,-6
BM12_DINGFN12,IGP12_IGPOG12,0.925907175784143,-7
FUNCEX12_MPAGP2N12,FUNCEX12_MPBEB2N12,0.9259039472821116,3
ELETRO12_CEETT12,ABATE12_ABPESU12,0.9259027281382188,4
FUNCEX12_MVPLAS2N12,FUNCEX12_XPM12,0.9259016241811876,-4
FUNCEX12_XPT12,FUNCEX12_XVQUIM2N12,0.9258835816524396,-2
FUNCEX12_MPAGP2N12,FUNCEX12_XPM12,0.9258652488203916,6
FUNCEX12_MPAL2N12,FUNCEX12_XVFARM2N12,0.9258021708281604,1
FUNCEX12_MVAL2N12,FUNCEX12_MVDIV2N12,0.9258011496888124,7
FUNCEX12_MQPES2N12,IGP12_IGPOG12,0.9257933971725416,-10
ABATE12_ABQUSU12,FUNCEX12_MQPES2N12,0.9257835447333836,-7
FUNCEX12_MQFARM2N12,IGP12_IPAI12,0.9257556335365894,-1
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9257493257751944,5
FUNCEX12_MPPLAS2N12,FUNCEX12_XPT12,0.9257377514717708,1
FUNCEX12_MPAL2N12,FUNCEX12_MVTEXT2N12,0.9257112913594936,-2
FUNCEX12_MDPT12,FUNCEX12_MPMETBAS2N12,0.9257067427317756,-8
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9256989171743956,10
FUNCEX12_XPM12,FUNCEX12_XVPLAS2N12,0.9256771627273118,-3
ELETRO12_CEETT12,ABATE12_ABQUSU12,0.925675774817285,-4
ABATE12_ABQUSU12,IGP12_IPAA12,0.9256265081651536,-3
FUNCEX12_MVDIV2N12,PAN12_MTV12,0.9256143152066536,-2
FUNCEX12_MVDIV2N12,BPAG12_BCM12,0.9256143152066536,-2
FUNCEX12_MPAL2N12,FUNCEX12_MVMET2N12,0.9256012271074564,3
FUNCEX12_MPPLAS2N12,FUNCEX12_XPS12,0.9255931362075792,-1
ANP12_CDEPET12,FUNCEX12_MVAL2N12,0.9255670933776876,-8
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9255134723318532,-7
ANP12_CDEPET12,FUNCEX12_MVMOV2N12,0.9254776613405424,-1
ELETRO12_CEET12,FUNCEX12_MVAL2N12,0.9254755617177616,1
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9254748298691255,-4
FUNCEX12_MPAL2N12,FUNCEX12_MVMAQINF2N12,0.9254611680778096,-2
FUNCEX12_MPCAL2N12,FUNCEX12_MVMOV2N12,0.9254607096769903,-6
ELETRO12_CEEOUT12,FUNCEX12_XQPAP2N12,0.9254436353448336,2
ELETRO12_CEEOUT12,FUNCEX12_MQDIV2N12,0.925435538839048,-6
BM12_DINGFN12,IGP12_IGPOG12,0.9254331495934172,4
FUNCEX12_MVDIV2N12,BPAG12_SEROUTROSD12,0.9254322985123744,3
FUNCEX12_MPAGP2N12,FUNCEX12_MVPLAS2N12,0.925420099028034,1
FUNCEX12_MVDIV2N12,FUNCEX12_XVFARM2N12,0.925396248023475,-12
FUNCEX12_MVMNM2N12,FUNCEX12_XPM12,0.925391398500336,-1
FUNCEX12_MDPT12,FUNCEX12_MVMAQINF2N12,0.9253808148965458,-2
ELETRO12_CEECOM12,FUNCEX12_MVAL2N12,0.925375350620665,-12
FUNCEX12_MVTEXT2N12,FUNCEX12_XPT12,0.9253390286707842,-3
FUNCEX12_MVMAQEQU2N12,FUNCEX12_MVMNM2N12,0.9253174002316308,1
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.9252959445582336,-7
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.9252718005348988,12
FUNCEX12_XPT12,BPAG12_BCM12,0.9252643550806549,3
FUNCEX12_XPT12,PAN12_MTV12,0.9252643550806549,3
FUNCEX12_MVMAQINF2N12,FUNCEX12_XPT12,0.9252597683091456,3
BM12_DINGFN12,IGP12_IGPF12,0.9252588064719895,4
ELETRO12_CEERES12,FUNCEX12_MPMAD2N12,0.925243196838124,-7
FUNCEX12_MVMAQINF2N12,FUNCEX12_XPS12,0.925241400842415,1
IFS12_MAIZE12,IFS12_SOJAOP12,0.9252369592552996,-1
FUNCEX12_MPAGP2N12,FUNCEX12_MVPLAS2N12,0.9252337702782912,2
FUNCEX12_XQPAP2N12,IGP12_IGPOG12,0.9252305350033744,-4
FUNCEX12_MVPLAS2N12,BPAG12_SERTRANSD12,0.9252147612239228,2
ABATE12_ABPESU12,FUNCEX12_XQPAP2N12,0.925213471565119,-7
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.9252059730082528,8
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.9251981139830686,-1
FUNCEX12_MPCAL2N12,FUNCEX12_MVDIV2N12,0.9251856043099572,-12
FUNCEX12_MVMNM2N12,FUNCEX12_XPT12,0.9251702711416576,-7
FUNCEX12_MPMETBAS2N12,FUNCEX12_XPS12,0.92511555025608,1
FUNCEX12_MVMAQEQU2N12,FUNCEX12_XPT12,0.9251152048322524,-6
FUNCEX12_MVVEIC2N12,FUNCEX12_XPM12,0.9251097502220436,-3
ELETRO12_CEEOUT12,FUNCEX12_MPCAL2N12,0.9250982862457988,-4
ELETRO12_CEETCOM12,IGP12_IPAA12,0.9250982850375978,-1
FUNCEX12_MQFARM2N12,IGP12_IPAI12,0.9250880427147632,-4
FUNCEX12_MVPLAS2N12,FUNCEX12_XPB12,0.9250715018681628,1
FUNCEX12_MPBEB2N12,FUNCEX12_XPM12,0.9250570182844172,2
FUNCEX12_MVPLAS2N12,BPAG12_SERTRANSD12,0.9250472284379252,1
ANP12_CDEPET12,FUNCEX12_MPCAL2N12,0.9250378749961484,-5
ANP12_CDEPET12,FUNCEX12_MVDIV2N12,0.9250297764774528,-12
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.925008930179657,4
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.92500841530056,1
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.9249795560520688,1
FUNCEX12_MPAL2N12,BPAG12_SERR12,0.9249712716386695,-4
ABATE12_ABPESU12,IGP12_IPAI12,0.9249704400922324,9
FUNCEX12_MPAL2N12,FUNCEX12_MVDIV2N12,0.924957296121432,1
FUNCEX12_XPB12,FUNCEX12_XPM12,0.9249569014292168,8
FUNCEX12_MVMAQEQU2N12,FUNCEX12_XPM12,0.9249551217839688,1
FUNCEX12_MPAL2N12,FUNCEX12_MVDIV2N12,0.9249303696833372,5
ELETRO12_CEETIND12,FUNCEX12_XQPAP2N12,0.9249069700943732,-6
FUNCEX12_MVPES2N12,IFS12_POULTRY12,0.9248787784858424,-1
ABATE12_ABPESU12,ELETRO12_CEEOUT12,0.9248785943607656,-2
FUNCEX12_MPQUIM2N12,FUNCEX12_XPB12,0.9248744384785956,-6
ELETRO12_CEEOUT12,FUNCEX12_MQPES2N12,0.9248662762727274,-5
ABATE12_ABQUSU12,FUNCEX12_MQPES2N12,0.9248607450454154,4
FUNCEX12_MDPT12,FUNCEX12_XPB12,0.924850863734009,2
FUNCEX12_MVTEXT2N12,FUNCEX12_MVVEIC2N12,0.9248375400804542,2
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.924836575257344,-8
FUNCEX12_MVPLAS2N12,FUNCEX12_XPT12,0.9248313349732636,2
ELETRO12_CEEIND12,FUNCEX12_XVPLAS2N12,0.924807059800766,-1
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9248066991442956,8
FUNCEX12_MPPLAS2N12,FUNCEX12_MPQUIM2N12,0.9247498222273032,5
ABATE12_ABQUSU12,FUNCEX12_XQPAP2N12,0.92471262763248,-8
FUNCEX12_MVMET2N12,FUNCEX12_MVVEIC2N12,0.9247119029795168,-2
FUNCEX12_MDPT12,FUNCEX12_MPAGP2N12,0.924672926771842,2
FUNCEX12_MQFARM2N12,IGP12_IPAA12,0.9246612450337384,-5
BM12_DINGFN12,ABATE12_ABPESU12,0.9246380479894852,-9
ABATE12_ABPESU12,FUNCEX12_XQPAP2N12,0.924634953247328,-9
ELETRO12_CEEOUT12,FUNCEX12_XQFARM2N12,0.924629631980784,-9
FUNCEX12_MPCAL2N12,FUNCEX12_MVDIV2N12,0.9246088713575112,-7
FUNCEX12_MVDIV2N12,BPAG12_SERR12,0.9246013043810462,3
ABATE12_ABPESU12,FUNCEX12_XQPAP2N12,0.9245838120719384,-4
FUNCEX12_XPM12,FUNCEX12_XVFARM2N12,0.924581644737734,-3
ABATE12_ABPESU12,IGP12_IPAA12,0.924580260892696,-5
FUNCEX12_MQMNM2N12,FUNCEX12_XPB12,0.9245673619397288,-4
ELETRO12_CEECOM12,FUNCEX12_MPCAL2N12,0.9245659909551944,-6
BM12_DINGFN12,FUNCEX12_XQPAP2N12,0.9245122443316556,1
FUNCEX12_XPM12,FUNCEX12_XVQUIM2N12,0.9244811239192224,-8
ABATE12_ABPESU12,ELETRO12_CEERES12,0.924477757665344,-4
ELETRO12_CEET12,BPAG12_SEROUTROSD12,0.924470106899458,-3
FUNCEX12_MVMNM2N12,FUNCEX12_MVTEXT2N12,0.9244587839728984,-3
FUNCEX12_MQPES2N12,IGP12_IGPF12,0.924442173252104,-10
FUNCEX12_MDPT12,FUNCEX12_MPBEB2N12,0.9244411261290442,-1
ELETRO12_CEET12,FUNCEX12_MQDIV2N12,0.92443644086333,4
ELETRO12_CEERES12,IGP12_IGPF12,0.9244328685775696,-6
BM12_DINGFN12,ABATE12_ABPESU12,0.9244121073863646,-10
FUNCEX12_MDPT12,FUNCEX12_XVQUIM2N12,0.9244020819884198,-6
ELETRO12_CEEOUT12,FUNCEX12_XQPAP2N12,0.9243733906126548,-5
FUNCEX12_MVMAQEQU2N12,FUNCEX12_XPB12,0.9243703555253974,2
FUNCEX12_MVTEXT2N12,FUNCEX12_MVVEIC2N12,0.9243555690290646,1
ELETRO12_CEEOUT12,FUNCEX12_MPCAL2N12,0.9243434121498432,-9
FUNCEX12_MQMAQEQU2N12,FUNCEX12_XPB12,0.924335795404782,-1
FUNCEX12_XPM12,FUNCEX12_XVFARM2N12,0.9243319073803108,9
FUNCEX12_MVPES2N12,IFS12_POULTRY12,0.9243158187540494,2
FUNCEX12_MQMNM2N12,FUNCEX12_XPT12,0.924306065821289,-1
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9242744413906704,6
FUNCEX12_MQMAQEQU2N12,FUNCEX12_XPT12,0.9242477992102353,-1
FUNCEX12_MPAL2N12,FUNCEX12_MVPLAS2N12,0.9242338144018898,-4
ELETRO12_CEETIND12,ABATE12_ABQUSU12,0.9242312792296348,-12
ELETRO12_CEEOUT12,FUNCEX12_MVPES2N12,0.9242292792468986,-9
ELETRO12_CEET12,FUNCEX12_MPCAL2N12,0.924225543065097,9
ELETRO12_CEEOUT12,IGP12_IGPF12,0.9241894620086332,-4
FUNCEX12_MQFARM2N12,IGP12_IPAA12,0.9241705906912808,-6
