CODE,DESCRICAO,GRANDE_TEMA,FONTE,MEDIDA
SECEX12_M464FOB12,Importações (FOB) - origem: Mali,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M467FOB12,Importações (FOB) - origem: Malta,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M472FOB12,"Importações (FOB) - origem: Marianas do Norte, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M476FOB12,"Importações (FOB) - origem: Marshall, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M477FOB12,Importações (FOB) - origem: Martinica,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M452FOB12,"Importações (FOB) - origem: Madeira, Ilha da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M488FOB12,Importações (FOB) - origem: Mauritânia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M490FOB12,"Importações (FOB) - origem: Midway, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M493FOB12,Importações (FOB) - origem: México,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M485FOB12,Importações (FOB) - origem: Maurício,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M494FOB12,"Importações (FOB) - origem: Moldova, República da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M495FOB12,Importações (FOB) - origem: Mônaco,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M497FOB12,Importações (FOB) - origem: Mongólia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M501FOB12,Importações (FOB) - origem: Montserrat,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M474FOB12,Importações (FOB) - origem: Marrocos,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M499FOB12,"Importações (FOB) - origem: Micronésia, Estados Federados da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M505FOB12,Importações (FOB) - origem: Moçambique,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M511FOB12,"Importações (FOB) - origem: Christmas (Navidad), Ilha",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M517FOB12,Importações (FOB) - origem: Nepal,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M507FOB12,Importações (FOB) - origem: Namíbia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M521FOB12,Importações (FOB) - origem: Nicarágua,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M508FOB12,Importações (FOB) - origem: Nauru,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M498FOB12,Importações (FOB) - origem: Montenegro,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M525FOB12,Importações (FOB) - origem: Níger,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M528FOB12,Importações (FOB) - origem: Nigéria,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M535FOB12,"Importações (FOB) - origem: Norfolk, Ilha",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M531FOB12,Importações (FOB) - origem: Niue,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M538FOB12,Importações (FOB) - origem: Noruega,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M542FOB12,Importações (FOB) - origem: Nova Caledônia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M545FOB12,Importações (FOB) - origem: Papua Nova Guiné,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M548FOB12,Importações (FOB) - origem: Nova Zelândia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M551FOB12,Importações (FOB) - origem: Vanuatu,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M556FOB12,Importações (FOB) - origem: Omã,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M575FOB12,Importações (FOB) - origem: Palau,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M576FOB12,Importações (FOB) - origem: Paquistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M573FOB12,Importações (FOB) - origem: Países Baixos (Holanda),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M566FOB12,"Importações (FOB) - origem: Pacífico, Ilhas do (EUA)",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M580FOB12,Importações (FOB) - origem: Panamá,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M593FOB12,Importações (FOB) - origem: Pitcairn,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M599FOB12,Importações (FOB) - origem: Polinésia Francesa,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M603FOB12,Importações (FOB) - origem: Polônia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M607FOB12,Importações (FOB) - origem: Portugal,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M611FOB12,Importações (FOB) - origem: Porto Rico,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M623FOB12,Importações (FOB) - origem: Quênia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M625FOB12,"Importações (FOB) - origem: Quirguiz, República",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M586FOB12,Importações (FOB) - origem: Paraguai,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M589FOB12,Importações (FOB) - origem: Peru,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M628FOB12,Importações (FOB) - origem: Reino Unido,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M640FOB12,Importações (FOB) - origem: República Centro-Africana,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M647FOB12,Importações (FOB) - origem: República Dominicana,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M660FOB12,Importações (FOB) - origem: Reunião,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M670FOB12,Importações (FOB) - origem: Romênia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M675FOB12,Importações (FOB) - origem: Ruanda,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M676FOB12,"Importações (FOB) - origem: Rússia, Federação da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M665FOB12,Importações (FOB) - origem: Zimbábue,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M677FOB12,"Importações (FOB) - origem: Salomão, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M685FOB12,Importações (FOB) - origem: Saara Ocidental,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M687FOB12,Importações (FOB) - origem: El Salvador,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M690FOB12,Importações (FOB) - origem: Samoa,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M695FOB12,Importações (FOB) - origem: São Cristovão e Nevis,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M691FOB12,Importações (FOB) - origem: Samoa Americana,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M697FOB12,Importações (FOB) - origem: San Marino,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M678FOB12,Importações (FOB) - origem: Saint Kitts e Nevis,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M700FOB12,Importações (FOB) - origem: São Pedro e Miquellon,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M705FOB12,Importações (FOB) - origem: São Vicente e Granadinas,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M710FOB12,Importações (FOB) - origem: Santa Helena,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M715FOB12,Importações (FOB) - origem: Santa Lúcia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M728FOB12,Importações (FOB) - origem: Senegal,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M735FOB12,Importações (FOB) - origem: Serra Leoa,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M737FOB12,Importações (FOB) - origem: Sérvia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M720FOB12,Importações (FOB) - origem: São Tomé e Príncipe,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M731FOB12,Importações (FOB) - origem: Seychelles,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M741FOB12,Importações (FOB) - origem: Cingapura,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M744FOB12,"Importações (FOB) - origem: Síria, República Árabe da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M748FOB12,Importações (FOB) - origem: Somália,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M750FOB12,Importações (FOB) - origem: Sri Lanka,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M756FOB12,Importações (FOB) - origem: África do Sul,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M764FOB12,Importações (FOB) - origem: Suécia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M759FOB12,Importações (FOB) - origem: Sudão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M754FOB12,Importações (FOB) - origem: Suazilândia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M770FOB12,Importações (FOB) - origem: Suriname,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M767FOB12,Importações (FOB) - origem: Suíça,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M772FOB12,Importações (FOB) - origem: Tadjiquistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M776FOB12,Importações (FOB) - origem: Tailândia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M780FOB12,"Importações (FOB) - origem: Tanzânia, República Unida da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M783FOB12,Importações (FOB) - origem: Djibuti,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M788FOB12,Importações (FOB) - origem: Chade,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M782FOB12,Importações (FOB) - origem: Território Britânico do Oceano Índico,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M790FOB12,Importações (FOB) - origem: Tchecoslováquia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M791FOB12,"Importações (FOB) - origem: Tcheca, República",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M795FOB12,Importações (FOB) - origem: Timor Leste,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M800FOB12,Importações (FOB) - origem: Togo,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M805FOB12,Importações (FOB) - origem: Toquelau,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M810FOB12,Importações (FOB) - origem: Tonga,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M815FOB12,Importações (FOB) - origem: Trinidad e Tobago,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M820FOB12,Importações (FOB) - origem: Tunísia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M823FOB12,"Importações (FOB) - origem: Turcas e Caicos, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M824FOB12,Importações (FOB) - origem: Turcomenistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M827FOB12,Importações (FOB) - origem: Turquia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M828FOB12,Importações (FOB) - origem: Tuvalu,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M831FOB12,Importações (FOB) - origem: Ucrânia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M833FOB12,Importações (FOB) - origem: Uganda,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M840FOB12,Importações (FOB) - origem: União das Repúblicas Socialistas Soviéticas,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M847FOB12,Importações (FOB) - origem: Uzbequistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M850FOB12,Importações (FOB) - origem: Venezuela,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M858FOB12,Importações (FOB) - origem: Vietnã,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M845FOB12,Importações (FOB) - origem: Uruguai,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M848FOB12,"Importações (FOB) - origem: Vaticano, Estado da Cidade do",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M870FOB12,Importações (FOB) - origem: Fiji,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M873FOB12,"Importações (FOB) - origem: Wake, Ilha",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M875FOB12,"Importações (FOB) - origem: Wallis e Futuna, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M863FOB12,"Importações (FOB) - origem: Virgens, Ilhas (Britânicas)",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M890FOB12,Importações (FOB) - origem: Zâmbia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M895FOB12,Importações (FOB) - origem: Zona do Canal do Panamá,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M990FOB12,Importações (FOB) - origem: provisão de navios e aeronaves,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M994FOB12,Importações (FOB) - origem: país a designar,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M888FOB12,"Importações (FOB) - origem: Congo, República Democrática do",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M995FOB12,Importações (FOB) - origem: bancos centrais,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M997FOB12,Importações (FOB) - origem: organizações internacionais,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_M866FOB12,"Importações (FOB) - origem: Virgens, Ilhas (Americanas)",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_MBENCAPGCE12,Importações - bens de capital - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MBENCAPNTIGCE12,Importações - bens de capital - exceto equipamentos de transporte industrial  (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MBENCAPTIGCE12,Importações - bens de capital - equipamentos de transporte industrial  (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MBENCONGCE12,Importações - bens de consumo - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MCOBLUBBGCE12,Importações - combustíveis e lubrificantes - básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MDURAVAUTOGCE12,Importações - bens de consumo duráveis - automóveis para passageiros - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MBNEGCE12,Importações - bens não especificados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MCOBLUBEGCE12,Importações - combustíveis e lubrificantes - elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MCOBLUBGCE12,Importações - combustíveis e lubrificantes - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MDURAVNTIGCE12,Importações - bens de consumo duráveis - exceto equipamentos de transportes - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MDURAVTIGCE12,Importações - bens de consumo duráveis - equipamentos de transporte não industrial - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MINTABGCE12,Importações - produtos intermediários - alimentos e bebidas básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MINTAEGCE12,Importações - produtos intermediários - alimentos e bebidas elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MINTBKGCE12,Importações - produtos intermediários - peças e acessórios para bens de capital - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MINTGCE12,Importações - produtos intermediários - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MINTINEGCE12,Importações - produtos intermediários - insumos industriais elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MDURAVGCE12,Importações - bens de consumo duráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MINTTRANSGCE12,Importações - produtos intermediários - peças para equipamentos de transporte - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MNDURAVGCE12,Importações - bens de consumo não duráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MSEMIGCE12,Importações - bens de consumo semiduráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MSEMINDURAVABGCE12,Importações - bens de consumo semiduráveis e não duráveis - alimentos e bebidas básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MSEMINDURAVAEGCE12,Importações - bens de consumo semiduráveis e não duráveis - alimentos e bebidas elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MSEMINDURAVGCE12,Importações - bens de consumo semiduráveis e não duráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MVTOT12,Importações - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_MINTINBGCE12,Importações - produtos intermediários - insumos industriais básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_X000FOB12,Exportações (FOB) - destino: país não definido,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X013FOB12,Exportações (FOB) - destino: Afeganistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X017FOB12,Exportações (FOB) - destino: Albânia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X031FOB12,Exportações (FOB) - destino: Burkina Faso,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X037FOB12,Exportações (FOB) - destino: Andorra,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X041FOB12,Exportações (FOB) - destino: Anguilla,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X023FOB12,Exportações (FOB) - destino: Alemanha,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X025FOB12,"Exportações (FOB) - destino: Alemanha, República Democrática da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X043FOB12,Exportações (FOB) - destino: Antigua e Barbuda,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X047FOB12,Exportações (FOB) - destino: Antilhas Holandesas,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
