CODE,DESCRICAO,GRANDE_TEMA,FONTE,MEDIDA
SECEX12_X521FOB12,Exportações (FOB) - destino: Nicarágua,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X511FOB12,"Exportações (FOB) - destino: Christmas (Navidad), Ilha",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X525FOB12,Exportações (FOB) - destino: Níger,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X517FOB12,Exportações (FOB) - destino: Nepal,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X528FOB12,Exportações (FOB) - destino: Nigéria,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X535FOB12,"Exportações (FOB) - destino: Norfolk, Ilha",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X531FOB12,Exportações (FOB) - destino: Niue,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X538FOB12,Exportações (FOB) - destino: Noruega,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X542FOB12,Exportações (FOB) - destino: Nova Caledônia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X545FOB12,Exportações (FOB) - destino: Papua Nova Guiné,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X551FOB12,Exportações (FOB) - destino: Vanuatu,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X556FOB12,Exportações (FOB) - destino: Omã,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X566FOB12,"Exportações (FOB) - destino: Pacífico, Ilhas do (EUA)",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X573FOB12,Exportações (FOB) - destino: Países Baixos (Holanda),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X580FOB12,Exportações (FOB) - destino: Panamá,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X575FOB12,Exportações (FOB) - destino: Palau,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X599FOB12,Exportações (FOB) - destino: Polinésia Francesa,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X603FOB12,Exportações (FOB) - destino: Polônia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X548FOB12,Exportações (FOB) - destino: Nova Zelândia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X576FOB12,Exportações (FOB) - destino: Paquistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X586FOB12,Exportações (FOB) - destino: Paraguai,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X607FOB12,Exportações (FOB) - destino: Portugal,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X611FOB12,Exportações (FOB) - destino: Porto Rico,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X623FOB12,Exportações (FOB) - destino: Quênia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X625FOB12,"Exportações (FOB) - destino: Quirguiz, República",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X628FOB12,Exportações (FOB) - destino: Reino Unido,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X589FOB12,Exportações (FOB) - destino: Peru,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X593FOB12,Exportações (FOB) - destino: Pitcairn,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X647FOB12,Exportações (FOB) - destino: República Dominicana,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X660FOB12,Exportações (FOB) - destino: Reunião,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X640FOB12,Exportações (FOB) - destino: República Centro-Africana,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X670FOB12,Exportações (FOB) - destino: Romênia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X675FOB12,Exportações (FOB) - destino: Ruanda,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X677FOB12,"Exportações (FOB) - destino: Salomão, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X678FOB12,Exportações (FOB) - destino: Saint Kitts e Nevis,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X665FOB12,Exportações (FOB) - destino: Zimbábue,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X676FOB12,"Exportações (FOB) - destino: Rússia, Federação da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X685FOB12,Exportações (FOB) - destino: Saara Ocidental,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X687FOB12,Exportações (FOB) - destino: El Salvador,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X691FOB12,Exportações (FOB) - destino: Samoa Americana,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X697FOB12,Exportações (FOB) - destino: San Marino,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X700FOB12,Exportações (FOB) - destino: São Pedro e Miquellon,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X705FOB12,Exportações (FOB) - destino: São Vicente e Granadinas,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X695FOB12,Exportações (FOB) - destino: São Cristovão e Nevis,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X690FOB12,Exportações (FOB) - destino: Samoa,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X728FOB12,Exportações (FOB) - destino: Senegal,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X735FOB12,Exportações (FOB) - destino: Serra Leoa,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X737FOB12,Exportações (FOB) - destino: Sérvia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X731FOB12,Exportações (FOB) - destino: Seychelles,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X741FOB12,Exportações (FOB) - destino: Cingapura,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X715FOB12,Exportações (FOB) - destino: Santa Lúcia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X710FOB12,Exportações (FOB) - destino: Santa Helena,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X720FOB12,Exportações (FOB) - destino: São Tomé e Príncipe,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X744FOB12,"Exportações (FOB) - destino: Síria, República Árabe da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X750FOB12,Exportações (FOB) - destino: Sri Lanka,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X754FOB12,Exportações (FOB) - destino: Suazilândia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X756FOB12,Exportações (FOB) - destino: África do Sul,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X759FOB12,Exportações (FOB) - destino: Sudão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X770FOB12,Exportações (FOB) - destino: Suriname,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X748FOB12,Exportações (FOB) - destino: Somália,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X767FOB12,Exportações (FOB) - destino: Suíça,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X764FOB12,Exportações (FOB) - destino: Suécia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X772FOB12,Exportações (FOB) - destino: Tadjiquistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X776FOB12,Exportações (FOB) - destino: Tailândia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X780FOB12,"Exportações (FOB) - destino: Tanzânia, República Unida da",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X782FOB12,Exportações (FOB) - destino: Território Britânico do Oceano Índico,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X783FOB12,Exportações (FOB) - destino: Djibuti,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X788FOB12,Exportações (FOB) - destino: Chade,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X790FOB12,Exportações (FOB) - destino: Tchecoslováquia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X791FOB12,"Exportações (FOB) - destino: Tcheca, República",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X800FOB12,Exportações (FOB) - destino: Togo,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X810FOB12,Exportações (FOB) - destino: Tonga,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X815FOB12,Exportações (FOB) - destino: Trinidad e Tobago,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X820FOB12,Exportações (FOB) - destino: Tunísia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X805FOB12,Exportações (FOB) - destino: Toquelau,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X823FOB12,"Exportações (FOB) - destino: Turcas e Caicos, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X795FOB12,Exportações (FOB) - destino: Timor Leste,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X831FOB12,Exportações (FOB) - destino: Ucrânia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X833FOB12,Exportações (FOB) - destino: Uganda,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X824FOB12,Exportações (FOB) - destino: Turcomenistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X840FOB12,Exportações (FOB) - destino: União das Repúblicas Socialistas Soviéticas,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X848FOB12,"Exportações (FOB) - destino: Vaticano, Estado da Cidade do",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X847FOB12,Exportações (FOB) - destino: Uzbequistão,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X827FOB12,Exportações (FOB) - destino: Turquia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X828FOB12,Exportações (FOB) - destino: Tuvalu,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X850FOB12,Exportações (FOB) - destino: Venezuela,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X866FOB12,"Exportações (FOB) - destino: Virgens, Ilhas (Americanas)",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X873FOB12,"Exportações (FOB) - destino: Wake, Ilha",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X858FOB12,Exportações (FOB) - destino: Vietnã,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X863FOB12,"Exportações (FOB) - destino: Virgens, Ilhas (Britânicas)",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X870FOB12,Exportações (FOB) - destino: Fiji,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X888FOB12,"Exportações (FOB) - destino: Congo, República Democrática do",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X845FOB12,Exportações (FOB) - destino: Uruguai,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X890FOB12,Exportações (FOB) - destino: Zâmbia,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X895FOB12,Exportações (FOB) - destino: Zona do Canal do Panamá,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X990FOB12,Exportações (FOB) - destino: provisão de navios e aeronaves,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X994FOB12,Exportações (FOB) - destino: país a designar,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_X995FOB12,Exportações (FOB) - destino: bancos centrais,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_XBENCAPGCE12,Exportações - bens de capital - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XBENCAPTIGCE12,Exportações - bens de capital - equipamentos de transporte industrial  (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XBENCAPNTIGCE12,Exportações - bens de capital - exceto equipamentos de transporte industrial  (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_X875FOB12,"Exportações (FOB) - destino: Wallis e Futuna, Ilhas",Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_XBNEGCE12,Exportações - bens não especificados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XCOBLUBBGCE12,Exportações - combustíveis e lubrificantes - básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XCOBLUBEGCE12,Exportações - combustíveis e lubrificantes - elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XCOBLUBGCE12,Exportações - combustíveis e lubrificantes - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XDURAVAUTOGCE12,Exportações - bens de consumo duráveis - automóveis para passageiros - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XDURAVGCE12,Exportações - bens de consumo duráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XBENCONGCE12,Exportações - bens de consumo - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_X999FOB12,Exportações (FOB) - destino: países não declarados,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior, Secretaria de Comércio Exterior",US$
SECEX12_XDURAVNTIGCE12,Exportações - bens de consumo duráveis - exceto equipamentos de transportes - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XDURAVTIGCE12,Exportações - bens de consumo duráveis - equipamentos de transporte não industrial - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XGASOLKG12,Exportações (Kg) - Gasolina,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",Kg
SECEX12_XINTABGCE12,Exportações - produtos intermediários - alimentos e bebidas básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XGASOL12,Exportações - Gasolina,Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XINTAEGCE12,Exportações - produtos intermediários - alimentos e bebidas elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XINTGCE12,Exportações - produtos intermediários - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XINTINEGCE12,Exportações - produtos intermediários - insumos industriais elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XINTTRANSGCE12,Exportações - produtos intermediários - peças para equipamentos de transporte - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XNDURAVGCE12,Exportações - bens de consumo não duráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XSEMIGCE12,Exportações - bens de consumo semiduráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XSEMINDURAVABGCE12,Exportações - bens de consumo semiduráveis e não duráveis - alimentos e bebidas básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XSEMINDURAVAEGCE12,Exportações - bens de consumo semiduráveis e não duráveis - alimentos e bebidas elaborados - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XSEMINDURAVGCE12,Exportações - bens de consumo semiduráveis e não duráveis - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XINTBKGCE12,Exportações - produtos intermediários - peças e acessórios para bens de capital - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XINTINBGCE12,Exportações - produtos intermediários - insumos industriais básicos - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
SECEX12_XVTOT12,Exportações - (FOB),Macroeconômico,"Ministério do Desenvolvimento, Indústria e Comércio Exterior-Secretaria de Comércio Exterior",US$
BM12_BTNFBC12,Dívida mobiliária (Saldos) - títulos do Tesouro Nacional - posição em carteira - BTN,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_DEXGFN12,DLSP - dívida externa líquida - governo federal e Banco Central,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_DINEMN12,DLSP - dívida interna líquida - estados e municípios,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_DIVFBC12,Dívida mobiliária interna federal - fora do Banco Central - posição em carteira - fim de período,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_DTGFN12,DSLP - total - governo federal e Banco Central,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_DEXEMN12,DLSP - dívida externa líquida - estados e municípios,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_DINGFN12,DLSP - dívida interna líquida - governo federal e Banco Central,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_DTEMN12,DSLP -  total - estados e municípios,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_LTNFBC12,Dívida mobiliária (Saldos) - títulos do Tesouro Nacional - posição em carteira - LTN,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_NFEMJNNS12,NFSP - estados e municípios - juros nominais - sem desvalorização cambial,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_NFEMJNYS12,NFSP - estados e municípios - juros nominais - sem desvalorização cambial - acumulado em 12 meses,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",(% PIB)
BM12_NFEMNNAS12,NFSP - estados e municípios - nominal - sem desvalorização cambial - acumulado em 12 meses,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_NFEMNNS12,NFSP - estados e municípios - nominal - sem desvalorização cambial,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_LFTFBC12,Dívida mobiliária (Saldos) - títulos do Tesouro Nacional - posição em carteira - LFT,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_NFEMJNNAS12,NFSP - estados e municípios - juros nominais - sem desvalorização cambial - acumulado em 12 meses,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_NFEMNYS12,NFSP - estados e municípios - nominal - sem desvalorização cambial - acumulado em 12 meses,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",(% PIB)
BM12_NFEMPNS12,NFSP - estados e municípios - primário - sem desvalorização cambial,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_NFEMPYS12,NFSP - estados e municípios - primário - sem desvalorização cambial - acumulado em 12 meses,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",(% PIB)
BM12_NFGFJNNAS12,NFSP - governo federal e Banco Central - juros nominais - sem desvalorização cambial - acumulado em 12 meses,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
BM12_NFGFJNNS12,NFSP - governo federal e Banco Central - juros nominais - sem desvalorização cambial,Macroeconômico,"Banco Central do Brasil, Notas Econômico-financeiras para a Imprensa, Finanças Públicas (Bacen/Notas Imprensa/F. Púb)",R$
